Hash	Files	Lines Added	Lines Removed	Bugs Induced	Bugs Contributed	Bugs Fixed	Positive Sentiment	Negative Sentiment	Code Score
7788632a0fc6ee1e46b632ec4b5893d9fff66c28	7	33	20	0	0	0	1	-1	0
bb7cfd940dfdd8d0517c81083c14d67236a98287	22	290	24	0	0	0	1	-1	0
c92c2217ecb0078f021fab7c9a053d9e63f12143	1	5	2	0	0	0	1	-1	0
708b609ccce2ca8334acb9f5399a7d199a33880a	1	5	2	0	0	0	1	-1	0
4aab81f823a845a5d9f6c7cdadea87f8768073d1	1	12	8	0	0	0	1	-1	0
d621c0009700b657aec15519750b0dc6cd7d3e89	1	12	8	0	0	0	1	-1	0
ecf7a119bdf6a4b5601a57cb2b35b887da658683	1	18	8	0	0	0	1	-1	0
113c3a562cdfb60352b1b502237e777838d4325e	2	3	0	0	0	0	2	-1	0
7a0bd976f11c62e0ca1f666ded823801771ea21f	3	5	1	0	0	0	1	-1	0
fc962ca9cbe8d23393c1dbef7f50ce57ac0b3755	1	8	3	0	0	0	1	-1	0
a4ddfa7eaa9d109d2a9a6e26594e48289484f5c6	1	8	3	0	0	0	2	-1	0
aa7bfd9bbec0e2ee17569070fe2484fe731ced1c	1	8	3	0	0	0	1	-1	0
f98857b3bc18ac114cdfadef9a999120e3b32a0c	1	4	2	0	0	0	1	-1	0
7b8bbb7e8d6df79f2dc94fc17bc522de243be14c	1	4	2	0	0	0	1	-1	0
005effe68ed63b42a5d4ad7b6a8e695f00df3741	2	93	5	0	0	0	2	-1	0
e15b2e19e394f5d63183f01a2e72a14115a0c370	3	11	9	0	0	0	1	-2	0
18eb975b9f038cbe3d198b0a4d7dd278786f83be	1	2	1	0	0	0	1	-1	0
9d8f300179c59572ff9542eeee766b3f5d4790d2	2	35	3	0	0	0	1	-1	0
f19ee8309262786c6dc141fecc1ecd42c53d3268	3	36	4	0	0	0	1	-1	0
039b359a262944f9833660437788469579c244d4	1	1	0	0	0	0	1	-1	0
905a3c9ea668fe8c465443208f2d284ad4c130d3	24	210	35	0	0	0	1	-1	0
c5cefcb1650a36f7fc5f7e551f7204dbb3dc5d07	1	9	0	0	0	0	1	-1	0
5753ca5924f3cb85244ea170321c9fc3ca86a4eb	1	2	2	0	0	0	1	-2	0
7c8eea715768d754a1c2a19fdad97fa09ff3179c	2	11	2	0	0	0	1	-1	0
fe67909c6fd7c45ee47fa4dd8998e0c48adf430f	1	1	1	0	0	0	1	-2	0
4e8775fc2c53a4fe4409a8b79c3bdd7eaa0274c0	2	10	9	0	0	0	1	-1	0
ec9d403c63131206d9ca4a77c4c90ffb190129d8	2	10	9	0	0	0	2	-1	0
93b88af550666002d41aa8fc185e3d0309fb18bf	1	1	1	0	0	0	1	-1	0
06ec0c3dd8549fdc45988518bec1b4d381dc63f0	1	3	0	0	0	0	1	-1	0
33a4c2f08c318d81ee2633363b18797b1732b517	11	347	39	0	0	0	1	-1	0
d2699b4859af4e43d49c79189429f2a5f3fe8ae4	1	1	1	0	0	0	1	-1	0
ed0a6157437b85becf37d4df65e27ef992904f8f	1	1	1	0	0	0	1	-1	0
09ffd9916b70cb666e4996270f8a0b178ecd8db6	1	18	10	0	0	0	1	-1	0
fa68f24292a492b3299467200fbb5339bf258f70	3	22	12	0	0	0	1	-1	0
f5f77bf2b54c12870fbdf51daf2b29c4f57fb7fe	5	29	5	0	0	0	1	-2	0
3b55feede9547a73fa136582661f1a40db0af10c	1	11	2	0	0	0	1	-1	0
add119d3535228d1f507bdd5ceabf27cb9cbe669	2	12	2	0	0	0	1	-1	0
af0af449067a6895f955502d639d84214a6e82e3	2	29	10	0	0	0	1	-1	0
70ee74c5fce20b360b49ec5633258ec6485c1a00	3	15	2	0	0	0	1	-1	0
5bba8c76602577a4e72f48d2b5b52db11a1a21ee	2	12	1	0	0	0	1	-1	0
f945f9139999ae7990e736a1afa178a01194b71e	8	173	34	0	0	0	1	-1	0
a5691ea056f8f13830ccf42370bb70855c560d37	1	1	1	0	0	0	1	-1	0
fd5aa2bc5668e09bb35105374195583a54cc9eaa	1	3	4	0	0	0	1	-1	0
10c1eb3dbd95a9054dec4ea899807a0364a33195	1	4	2	0	0	0	1	-1	0
dc578546556c74c56f18b0f2ab75def1f283d6a8	8	171	2	0	0	0	1	-1	0
34d6de50973bf61573e5df939f07cc553c89add3	4	92	35	0	0	0	1	-1	0
cc29c9b3b11af6b085c9acbc86b7c203a97bd30e	1	0	1	0	0	0	1	-3	0
c2787404b1bafc60b0f4bf8570c2358f301ab965	2	8	21	0	0	0	1	-1	0
fba43bf5fbb27607cbfe784f64319d8a7ea71017	2	4	22	0	0	0	1	-1	0
e69aa121510d4d3bd467d6bf86f5c48d00d0f8b9	1	1	6	0	0	0	1	-1	0
242e682e6209fc9adaaf05bde2d382e62b67f33b	2	7	4	0	0	0	1	-1	0
5a51361c464e3b910a29d0362ed611fd9941281b	1	5	3	0	0	0	1	-3	0
65c659d0be6a9f79d4bc5470e0bee7452336d2bb	1	4	15	0	0	0	1	-1	0
00a221d42fcbb779602e41a4404f082456ec54d9	3	36	14	0	0	0	1	-1	0
94bbdcb6ace0487bb8dfaa374b4bb47f11e84e3e	3	15	2	0	0	0	1	-1	0
903bf089b7cc7eb45492344532df76676b3f9bdf	40	9	1205	0	0	0	1	-1	0
12a2a3a0c32b1b0d92ba93d60a09ee4c7be13778	1	1	1	0	0	0	1	-3	0
9b4cd99620ae0eb6af8c98df4356734889ba7844	18	0	1169	0	0	0	1	-1	0
f98c9fb41370e3460367c96d698217bf4f9f86de	17	0	540	0	0	0	1	-1	0
b1604e85ce74608e100783ebb070afce87015eb3	1	3	1	0	0	0	1	-1	0
ad95f93a8b945525a5e80cbc26163bfa684156b3	2	55	0	0	0	0	1	-1	0
4672995e528f7bc93fc0488010ddcc27601bc03f	1	6	4	0	0	0	1	-1	0
0ffe9d591faa5838c21b2859161eb6c23d0bbd62	1	3	0	0	0	0	1	-1	0
52b9e14aad9f77b3915a311b5ed952ead10daaad	2	17	12	0	0	0	1	-1	0
9ff1da3d490c968af3151d67b80607da2a72ed12	1	1	1	0	0	0	1	-1	0
013cfc2764e14ae0aa7f6094f74cd232dc5e0028	3	134	2	0	0	0	1	-1	0
0643bd7f8c6f58b9ba40c98e4de2abd35ad183e8	2	4	2	0	0	0	1	-1	0
e9ad7b2473010556487abf23b260952ff3ebe14d	1	1	1	0	0	0	1	-1	0
de14777e599fb00ced12ce8cde6a47f173b68de4	3	5	3	0	0	0	1	-1	0
ef442a835d315646e55296f52f5b0ed105d78af6	4	33	2	0	0	0	1	-1	0
91b3d3c544932c29e50d278e7782ff5c720df0af	4	33	2	0	0	0	1	-1	0
d65fbbce27e729adb46d30676c3f1f6a9a793343	1	7	10	0	0	0	1	-1	0
9aa93663798e086886bb1de6d949a524706191e5	2	18	12	0	0	0	1	-1	0
0e12fe4e740f0077842dbff7722d7ad4e4d79337	1	12	0	0	0	0	1	-1	0
474964cc5a9cae119f0fea080b89c57dc86e9c83	3	11	3	0	0	0	1	-1	0
0dfb3ee83c139929ae72c8d70c0f018bfcd5d4d7	4	24	6	0	0	0	2	-1	0
6da5894f49aba524443fda11702fea33de43733d	1	1	0	0	0	0	1	-1	0
486be0748ad99adb755d5460f742cd58f81f5b88	1	9	0	0	0	0	1	-1	0
9a3f25acbf8c078bd7ecde3330c31dbef9756418	1	1	0	0	0	0	1	-1	0
ddd6867125c97bd8569d31a5092b3c577d5da241	4	87	7	0	0	0	1	-1	0
a68d644773dc75b69b2086eda1a85c31945e3427	6	98	7	0	0	0	1	-1	0
e334748cb3e3748180791d22ca1549cca2566c07	1	6	1	0	0	0	1	-1	0
658fd226bad47e826df1cff45fd9e7bd99ad2ce3	2	51	0	0	0	0	1	-1	0
17317bb4ca92183cbca48557d09455b2a16605fb	2	37	7	0	0	0	1	-1	0
99b11d0df29ba6428a64486a8335a8f55a2c3d27	5	184	0	0	0	0	1	-1	0
668a0cc4dc786dc1b6a726b17db74e9974afa82a	1	1	1	0	0	0	1	-2	0
e1a1d3f098d938fb9c4690cd283653a91a496ae6	1	5	1	0	0	0	1	-1	0
d3f233ddf4faf64e2726ecb4a452aa85e85beea6	2	8	1	0	0	0	1	-1	0
6ab4691effdd8bf750418d0222edc081cf765b7b	14	309	19	0	0	0	1	-1	0
ffff8fb826b0abc6190ac6e9c6a488825f8fac6c	2	19	3	0	0	0	1	-1	0
ebc6af72e90cd14a77b41cccf807c3872cd53273	4	69	2	0	0	0	1	-1	0
35fc7a13c8b69ca056b47a8990d9c059cd5f0f74	1	1	1	0	0	0	1	-1	0
d8d5305311072c25aace9e682323a9003d23f306	1	1	1	0	0	0	1	-1	0
1d928a7b6850dd8ebd58e07f2b116a2ba70f3dc0	1	23	4	0	0	0	1	-1	0
2776eea67498cabc945f9fa403781a62f9e8307a	1	0	3	0	0	0	1	-1	0
f037b11311f49f9466bf500b6e1f37b1ef093776	2	21	10	0	0	0	1	-1	0
4ec7ebf8793e91d537efc9f81e742ca18be4044b	4	47	11	0	0	0	1	-1	0
5f7d239c6f0c83fcd80553b6f515370c8ba960c6	3	35	38	0	0	0	1	-1	0
5d78f3c958394c645d7c65c6b7f8f01d7ccd66fb	9	182	93	0	0	0	1	-1	0
8ee38f497784452c3ab3dd2b556533a5f33395a7	2	49	0	0	0	0	1	-1	0
60d1c02f976b9238d1d4ddaf91aedbab3398e00f	1	5	0	0	0	0	1	-1	0
559656679ca9187fa4fc900a4930f1d82987c466	1	17	0	0	0	0	1	-1	0
36b84a5d7feaf6168ee2738ae529e2bb2306d323	2	57	27	0	0	0	1	-1	0
08d870baeb839c757a74f74936ad0d7a0dd5d534	1	2	1	0	0	0	1	-1	0
bc0b850510e149f1e2adafb864d045cbb46a7dea	24	281	463	0	0	0	1	-1	0
3445fe19431ac73d04846fbff4e2a25405734064	2	12	2	0	0	0	1	-1	0
40c10ff6eb7eb763485b57990f476ff4e6f7e5e3	2	3	2	0	0	0	1	-1	0
368bd249b7cb7f349b0fc1b2864b7d8798783a21	4	19	8	0	0	0	1	-1	0
fed2d0ff47b1c8d33318668cba78e2076f790f6c	1	1	1	0	0	0	1	-1	0
bdaf5eadc276804e249fdcdebed110cf6329d0f6	1	1	1	0	0	0	1	-2	0
ea9ff25f98d507463e61f457091cad7e2b85fd54	1	3	3	0	0	0	1	-1	0
1a42a2f071f87b652f3746f8198cd6fcd6bee33e	1	3	1	0	0	0	1	-1	0
8b9b5d6ade24e900b249ecd36f97cb670bb3ea95	4	19	8	0	0	0	1	-1	0
c667523d446614ea70dd8fd10ccdad4d3001f246	2	11	2	0	0	0	1	-1	0
5379a8100cb6dfe5cae99cdf26afdcdd6c3ade50	2	11	2	0	0	0	2	-1	0
851cb17cdac0949c7875b66ba1a455f412ea6d94	1	4	2	0	0	0	1	-1	0
6c70afa783edf60d99eb0a187ba44006de0e27bb	3	13	0	0	0	0	1	-1	0
d51ffabaad2eb86e0136c48d1d1beab442dc11b9	4	2	69	0	0	0	1	-1	0
f52c7f7da2f73b56eb2f4e9191a281acb9bea5e9	5	3	70	0	0	0	1	-1	0
9bdaf8daaf0798c7aa740c44b1fccbef20858bad	4	69	2	0	0	0	1	-1	0
b061d3cf8753feb7950662b326caf0ccc0d04e24	1	4	0	0	0	0	1	-1	0
f527a54a7af5c37c3f1c10db0dfb03a8d23af841	3	507	0	0	0	0	1	-1	0
2338b6682146e912c9a4d3769eff4864e487c427	2	0	0	0	0	0	1	-1	0
38af8cf8bb52f74d20d9a8f9d51657163ae28b21	3	454	0	0	0	0	2	-1	0
655aac9301b43c4fc3162e21b64f0ed8b6822260	1	1	1	0	0	0	1	-1	0
eef3e4e7ad0e1293bb4d359c62455ae39d470cbf	1	1	1	0	0	0	1	-1	0
1079d87a466d7684528003357a7a2828d330c994	1	1	1	0	0	0	1	-1	0
c75caf937cacfaced35bbb5daeec9131b742bb0c	2	8	1	0	0	0	1	-1	0
5d3d9d16efbe244088bf730c97b0806e11085c6c	2	14	15	0	0	0	1	-1	0
1602813b63c377f51a4ea50d4f01e47b3b53af7b	2	41	1	0	0	0	1	-1	0
e4c735f45d37a41813aefddf16c029f6eaa953da	1	0	2	0	0	0	1	-1	0
4b828e4e63d3262c766128e012f7788808eb8760	1	4	1	0	0	0	1	-1	0
a2f2ae9b2b91d87e0622d850c96f6040a233ab0e	2	0	0	0	0	0	1	-1	0
fb8376eb43fa02eb2ced14f8f918b04fd12e8e6f	2	16	0	0	0	0	1	-1	0
15812e75bf7edfc4c377e76ae32474f831ad31d8	2	16	0	0	0	0	1	-1	0
05e53b5a02d87dc4d84555b7640fa28a4912b216	2	36	36	0	0	0	1	-1	0
5cfb064d24f68c98f96a381e525a6313214cd302	2	9	2	0	0	0	1	-1	0
1738cc8ebe031ba7c6830ab0c5810401e8f27bf9	1	33	15	0	0	0	1	-1	0
def7e434af47d33a2e9290a54a0489b32990bd6b	1	6	0	0	0	0	1	-1	0
7bcc8107e2200fb9cd82788dbef471c612d9771f	1	19	0	0	0	0	1	-1	0
f3ddb2856eb94b06ee1c95ed603e65170d782af5	2	69	0	0	0	0	1	-1	0
d46ba52c7113c2cacef06ed3d2f879772403c7eb	2	132	81	0	0	0	1	-1	0
f5d378f22915f00e34783043624ce7e8dc3ec793	3	184	60	0	0	0	1	-1	0
a811f406e785a8c8e6cb4b9246829dce9c7b97ae	1	5	3	0	0	0	1	-1	0
d66b2e527075f81330c928bc57df62e15e4737dd	3	3	14	0	0	0	1	-1	0
17072af5a4ba1addd38489353ef31246d4ffa45e	2	160	4	0	0	0	1	-1	0
9089512c159d380fa12f6c32fa4f26960c0f3589	2	13	13	0	0	0	1	-1	0
0d5a13255db5ed2134359f7b0bbb8e36525ad03e	2	10	4	0	0	0	1	-1	0
cfc506b17b938ab7c62dcf640faea6dcb68fa45a	1	0	1	0	0	0	1	-1	0
541347000a02ce307a97017d3d2f87cd93ecb09b	2	3	3	0	0	0	1	-1	0
a83782c1b40d92042624265ebe70c3e035525efd	5	16	9	0	0	0	1	-1	0
8e14051c18ff7077bc2c457a59fbff9c1e2aee9c	1	1	0	0	0	0	1	-1	0
3f8ea1923b37061ca6683d95ef8560dda099c4a5	1	1	1	0	0	0	1	-1	0
ae3dac8afb6eef325958285b5a13bc933f5aacb6	11	193	17	0	0	0	1	-1	0
788028fa7f9bb7f32a29c47b02f87ff9650ff009	64	107	224	0	0	0	1	-1	0
2893fd3343dca8b2a3a49196f99a34589cb5eeb6	1	1	1	0	0	0	1	-1	0
2f128a77b2a60830deef8b2d03a22790ef3caa2f	1	3	3	0	0	0	1	-1	0
437f7afb5353d996c1d0f83a372de3bf1642af9a	1	8	0	0	0	0	1	-1	0
b0b26955bbf43913fcdf90ee88231980e6891c83	1	8	0	0	0	0	1	-1	0
6a928f5537534d0fe55d774c4b9b262b8c3da041	1	11	8	0	0	0	1	-1	0
76ac10d1e6feee31e642bc3dbb7a73a34e61a949	1	2	3	0	0	0	1	-1	0
e1562239910b23387e1b3b0e8a86b444f655e944	1	7	2	0	0	0	1	-1	0
14cbdadfd7c663f6890b46d2f3587c5317b2c6e6	1	6	3	0	0	0	1	-1	0
90743996dad6af9a51cc3449b15da60464045c47	14	46	34	0	0	0	1	-1	0
d1f7f51e174c3f74ce15831de4eabc757f03838c	1	0	2	0	0	0	1	-1	0
91f471072f25be54ebef47cef9ffe1c137641d4a	1	1	1	0	0	0	1	-1	0
06ff45dc62fa0ff708c77595438621f48bb493f6	1	1	1	0	0	0	1	-1	0
2ea067a8d35f0cd802efcf2dbd38690372e6ee83	2	70	0	0	0	0	1	-1	0
b4e0d91ba440e8d2ae17c62ccd9863938ef28ae9	1	6	0	0	0	0	1	-1	0
c49208161a06d05138a40fd4a5d561a0c6fda980	2	122	13	0	0	0	1	-1	0
260ab071ba4f2eb777f37d2102b658da35c201ed	2	24	25	0	0	0	1	-1	0
1a1248493801000940a57b5fa85ec81d3f240229	5	235	2	0	0	0	1	-1	0
999c80cdc1c3ddd29062011867ff7052089c5619	1	3	3	0	0	0	1	-1	0
a8b609ef2480000981905903f8c6bd7406206a53	1	4	1	0	0	0	1	-1	0
351781e452f86fa7de3589cd67c8e871c0c57da1	1	12	0	0	0	0	1	-1	0
5197bc8791e3752bd117d7b46fc974239ff4a274	1	1	1	0	0	0	1	-1	0
b53a79db434e0284bcc9107094d7334710728b52	1	2	1	0	0	0	1	-1	0
e094b90e4c170be6f7c03c014b5c949da888cd17	5	20	2	0	0	0	1	-1	0
9c7ef619cc96dc0111220412e841199de71d5b8d	3	41	13	0	0	0	1	-1	0
13941f7cb5c7d0a235d0b5849aa46a70f07d12c5	2	3	0	0	0	0	1	-1	0
45a3886760999c13fc963babc7a25ebacb63e123	3	32	3	0	0	0	1	-1	0
1045c6ba446c812d68400e78dbeddc7556d2d32e	4	61	35	0	0	0	1	-1	0
8670e1394fc83c68b6aa9416bffada3e857461b5	7	31	109	0	0	0	1	-1	0
a5eecaa4a92f0394cc67d9a5413f502f885e3c9e	4	30	50	0	0	0	1	-1	0
77a5addcd1ad3ad80af6a594fe19e0771461d9ce	1	0	2	0	0	0	1	-1	0
33735a490de11d8b9ac107e93470ecfe52c74e52	2	9	1	0	0	0	1	-1	0
2ead8ee55dd3610855ac4ab0219239b62097aed4	10	112	21	0	0	0	1	-1	0
a9a019918b3b14e70edd824e5453880ad8ca5798	3	20	0	0	0	0	1	-1	0
7bd90917866cd0fa6dcca7ee3bcb7d99b8b72754	3	20	0	0	0	0	1	-1	0
5bb82dfe682b453cb1382e069c23c9d2cf8304b2	1	5	1	0	0	0	1	-1	0
110f5a0ddf1ccdcdcff629af6dc68a9047e5e158	2	8	1	0	0	0	1	-1	0
80a3f1fe0c87e18c113c05a1a9ac55a04f5d1b49	2	4	1	0	0	0	1	-1	0
bc6c0be40666ef75901decc704e856e6c19e578a	2	4	0	0	0	0	1	-1	0
6a070c44f0bc8314d6386e5cfa73e56c0cab9155	1	1	1	0	0	0	1	-1	0
2e8cc7438ed1cd7d0861f4c8511d38d93223362a	2	12	0	0	0	0	1	-1	0
cb02009ecd14622d1da727dfd92cf5d325f08c6b	1	5	0	0	0	0	1	-1	0
a2955928d57babd1ebe6cb0af51787ab609b3406	1	1	1	0	0	0	1	-1	0
aa603603e98a9e15556afd98a9951a27c2eaec8f	6	41	1	0	0	0	1	-1	0
73ca50cd9934651206db806bc12281c5c93371bb	1	2	2	0	0	0	1	-1	0
d0dbd3b8525287cf1fce51c7639b50a4f55520b0	5	91	18	0	0	0	1	-1	0
a417295331b27c6a3452a86c3fdf23a2e7588074	5	25	5	0	0	0	1	-1	0
88b613e95f6d8991a047f13275179e190e4c7587	1	7	2	0	0	0	1	-3	0
2ca12ecbdaff4a2afc607665ad67d2fdb4f5abbe	3	17	3	0	0	0	1	-1	0
3b54412077001bafa995568a4e62c12fb98ec7cd	1	58	11	0	0	0	1	-1	0
363cc0e3a6725b307cb3ba70b4de907ba56e44a7	5	136	25	0	0	0	1	-1	0
a0b29cd332dcd57db449ecb1c9df65662ba11816	1	1	1	0	0	0	1	-1	0
8349d0d8c4d839e6482c94635ba1afe5bfcc4107	1	3	3	0	0	0	1	-1	0
5d52b7f17101e3aed03b22c210b16ab531536cd7	2	11	2	0	0	0	1	-1	0
f9b6f7a44c7e3d5443ca19e47591b295eb3b4403	3	14	4	0	0	0	1	-1	0
ce35c26b7462029ddc4225d52ad7d54ebf1a4977	1	0	6	0	0	0	1	-1	0
f824568502c5a1e0a423043fef65387e08e92e63	3	54	0	0	0	0	2	-2	0
3e34afb08dc6225b43be8e09bb9b49a1a709fff2	1	1	1	0	0	0	1	-1	0
621eeb2b54ddae0412bff7d8e1343e423bb25409	4	3	5	0	0	0	1	-1	0
6be9fb36fbe3ae7eaf2f249bd79b6b2b78370627	1	0	6	0	0	0	1	-1	0
b1f0c9dddcc670521793688b9bce9bdd1818e2f0	1	100	85	0	0	0	1	-2	0
e0986b5f3b78f2eabedb35f64310abaaa3000214	1	34	10	0	0	0	1	-1	0
c14c7619c6157f7bb1006635483e44fe0964852b	1	6	3	0	0	0	1	-1	0
0ddceed69f86e1e32281561873483c4dbc6ee4dd	2	30	6	0	0	0	1	-1	0
a56f00040b9fb08537131586533fb162131c8d2a	2	105	2	0	0	0	1	-1	0
3ef743203f673dbed59e6fc019ee30b0ea888025	5	61	13	0	0	0	1	-1	0
6dfd8db3c2d70d45d901da9eccb52e3f49d90bfb	2	3	4	0	0	0	1	-1	0
f9f091c216ce0048b93af6c1b1beddd23bad3d76	1	3	2	0	0	0	1	-1	0
124aac681d214848ba873884d7a4fcfd9b0bd7e2	10	124	4	0	0	0	1	-1	0
ee64beec1c346f8cfd90855bc986d48a20355738	1	4	0	0	0	0	1	-1	0
b7212d04a4c2695e4c1bf583eebf601855ef3cc6	1	21	1	0	0	0	1	-1	0
fbb77a8ef8c354cdcfcb473ab8e525c630a9d44e	3	71	22	0	0	0	1	-1	0
2380a8d4507d641ad4893278ac5c37c573696afd	1	27	1	0	0	0	1	-1	0
26c5dea49513f13f4ce42d35d20df84fd95283be	2	20	6	0	0	0	1	-1	0
696f8b86877982db6087b23bdeff2ec82ccd5ce8	1	4	4	0	0	0	1	-1	0
a7aa8e10d5c89c01aeea1693b34aefe3898c3c1d	2	18	30	0	0	0	1	-1	0
95d061a6bb88d444cf7172f464f31abb90676033	3	44	31	0	0	0	1	-1	0
d5e513e60d49ceda0f2a81fa0a7bb67dbef5b4ca	3	101	31	0	0	0	1	-1	0
4e9443d4dc349f42e5482d2449d8945127f74098	9	170	42	0	0	0	1	-1	0
f4c656331587feb19d154b1bcd58d87643957136	1	7	6	0	0	0	1	-1	0
3ef8140a3b472eee67558f526e33470516bceb80	1	13	5	0	0	0	1	-1	0
108acebd7a448818321924fc5be572b56a1e5a0d	2	26	4	0	0	0	1	-1	0
9522c60f78c67b7a6e5878e04d5f24b29eea657d	1	1	0	0	0	0	1	-1	0
8a0e13813f65aa7fc2dea976125b3140417b40f4	1	17	13	0	0	0	1	-1	0
c27918fefe777fc2f4e46b377ed5e071439ee171	1	68	56	0	0	0	1	-1	0
6c0b40c5cc0d747f16ccdcc21491adbf5bb14424	16	218	92	0	0	0	1	-1	0
3b1c38675357706d982c804971193f5a2df8eff4	22	134	122	0	0	0	1	-1	0
f239b207c976ba26ef5fb66300dc9dc3a8d837f6	1	8	9	0	0	0	1	-1	0
12590becb3344cbcf94463f5a2bea42febcc7445	1	1	0	0	0	0	1	-1	0
7f8fe215d43b285ac5b722b44e6e2c069dd9beeb	2	14	13	0	0	0	1	-1	0
26276d13875e440bf4ebd85036007d8338536805	1	10	1	0	0	0	1	-1	0
c3f002cede97bedcd54a28e84df33c45094b208e	3	20	3	0	0	0	1	-1	0
a3e57dafab9f0ced27d50d6de98f1a3de87af710	1	23	11	0	0	0	1	-1	0
9ae0ba0681ce5c64987d9d17d85a7f5306c5b245	1	24	0	0	0	0	1	-1	0
7fead6ff7f00a65174cf474ff50a877df54990fb	2	6	22	0	0	0	1	-1	0
e418e443ba928f0540736986f7123d8590613734	3	125	152	0	0	0	1	-1	0
680eec4a8f1da1991ddeff50c6374bbf00209260	1	14	23	0	0	0	1	-1	0
a0c02400313cee84e06a960be29b8f43389ab274	5	375	57	0	0	0	1	-1	0
f250ead3b58dcbfa42e788bf71d6019627eb2950	5	140	4	0	0	0	1	-1	0
a267ad907511a13034d38c0c7813f9c69e51299a	1	6	3	0	0	0	1	-1	0
07198294fc55c4fb93e350621238b4b8818a88c3	6	146	4	0	0	0	1	-1	0
7bbe2c877e86e4042604bcf816997f1e5bb62d94	1	16	1	0	0	0	1	-1	0
c97f33f9a4e2263417bde58b3f512e3583fada32	1	1	1	0	0	0	1	-1	0
fb61413cafc1ea0f3af5c56503a74c806714ca9f	2	20	2	0	0	0	1	-1	0
c20edce9d684e4c5532a565d91eaa40f9fd9db36	5	76	0	0	0	0	1	-2	0
c140e731cdb03cc5bb96366aa11cf79878b8b5bb	6	79	0	0	0	0	1	-1	0
769692cd8005b4070839b36ee2f949f74c55722d	1	0	3	0	0	0	1	-1	0
5dd905f2a2c5316f170034c9026f6ff0eb0e2a2c	3	46	17	0	0	0	1	-1	0
4557a436bf71db6cb18d0838f655a960b1adbd25	2	10	10	0	0	0	1	-1	0
f50316b66a8e4761193c46f824fbd620ffccd6c0	2	18	7	0	0	0	1	-1	0
0626f28965a773ffa73921561df1a9b5279f33bc	5	22	3	0	0	0	1	-1	0
ed748d4b810ac1dd85e5da7857bc203f5773f329	1	56	5	0	0	0	1	-3	0
1fb7541975b64b53ab2955d42aa7574be721b952	1	0	2	0	0	0	1	-1	0
4942f66a1331b38c87866b156e026756d603d138	1	28	4	0	0	0	1	-1	0
b852ea0315c3fb1c2a2bce4aa2ec9ce10b3c0860	2	10	2	0	0	0	1	-1	0
ca383dd2969ac9570a00fc93b344b097e4303873	1	1	0	0	0	0	1	-1	0
acfe9984bd83b70a7c6648fa614e048056e32c07	1	1	1	0	0	0	1	-1	0
ca733d9ce3d321b2faed9fee62f9816f3a892bb8	1	16	0	0	0	0	1	-1	0
6934aa9ee91c737297de5762a25f8860065de0a3	1	3	3	0	0	0	1	-1	0
9d9cd88444308e12041efd99afed197d4eaa5445	22	260	145	0	0	0	1	-1	0
b6f924d111f9a967c9862cb934b80f87b750fff6	1	47	31	0	0	0	1	-2	0
66cf64d88d8a96d94900ffe638e9c762c3c371f1	1	8	1	0	0	0	1	-1	0
ed28a208310767fbcad2e56ddddf4e83d2a17405	1	14	2	0	0	0	1	-1	0
f024fb0fa6acafdceedbb03ef00e53e9caae7170	1	14	2	0	0	0	1	-1	0
01482bf3de81f539b7ae4746fd127ca75915a726	1	14	2	0	0	0	1	-1	0
378903ae37ecffd7fab1ddb58cb3d160026eb34a	1	14	2	0	0	0	2	-1	0
8fe2a66e5f59df9a202977eeeebd8dcb93934d99	5	41	8	0	0	0	1	-1	0
646154f18d8a44e9e99095f8af81e4a0923dcd9b	2	80	5	0	0	0	1	-1	0
cf9ef4e4c36eff083d5d29631fdff000252785aa	3	42	80	0	0	0	1	-1	0
5c80e9476f961e71c899f5bdcecc81136a8ef115	1	16	1	0	0	0	1	-1	0
928ef2123a3a027c0dcde2d3018bb4b575cb1170	1	37	5	0	0	0	1	-1	0
dfa6e2cf0c462ddc0f19dc929f5b1253d14e0094	1	11	2	0	0	0	1	-1	0
3e596c94630510a19192df411985d402591d9e91	1	3	2	0	0	0	1	-1	0
a0f6f49f5c54fd09d63281432f4e7f98cd851dbb	1	4	0	0	0	0	1	-1	0
299e3d5700f458fddb83cced195ca612d3ed10e6	1	1	1	0	0	0	1	-1	0
c47fcd868af0567af1d7dd52639ea5498627e1a5	1	1	1	0	0	0	1	-2	0
904041dee119e30189a6233e924ade690f8233e3	1	62	1	0	0	0	1	-1	0
8b15fb6ae70579fe6c2b123d4ee05521eecb9823	1	6	3	0	0	0	1	-1	0
f673c4455658a6aeb5f7ac6138b14630325877f6	4	12	6	0	0	0	1	-1	0
fef68b71340ad9134ed7b5ded4425aa54558ac82	1	4	4	0	0	0	1	-1	0
6b4bf064bf42331cdcd4ed197fa98089177f199d	1	1	0	0	0	0	1	-1	0
1b3eb0b9e7a3ee35d6c40d5e4460f4bb1f17e0e9	1	23	0	0	0	0	1	-1	0
018d871175085402864661c31254c08642fb6bdc	1	1	1	0	0	0	1	-1	0
85ee5a40b99add1371e278fde505664380d36cd5	1	1	1	0	0	0	1	-1	0
020e46b28be994cec1d54a61712ffa215b9c65a0	1	1	1	0	0	0	1	-1	0
6b056fa0ab8e965dcca96b1250d3f363698b7f3f	1	10	1	0	0	0	1	-1	0
50f19264c71b0fe6984a691e13d3d566ef88df03	1	10	1	0	0	0	1	-1	0
